img_path,label
dataset/Human Faces Dataset\AI-Generated Images\001981.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001982.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001983.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001984.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001985.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001986.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001987.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001988.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001989.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001990.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001991.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001992.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001993.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001994.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001995.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001996.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001997.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001998.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\001999.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002000.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002001.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002002.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002003.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002004.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002005.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002006.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002007.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002008.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002009.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002010.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002011.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002012.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002013.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002014.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002015.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002016.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002017.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002018.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002019.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002020.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002021.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002022.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002023.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002024.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002025.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002026.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002027.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002028.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002029.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002030.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002031.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002032.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002033.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002034.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002035.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002036.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002037.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002038.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002039.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002040.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002041.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002042.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002043.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002044.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002045.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002046.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002047.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002048.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002049.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002050.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002051.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002052.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002053.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002054.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002055.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002056.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002057.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002058.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002059.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002060.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002061.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002062.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002063.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002064.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002065.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002066.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002067.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002068.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002069.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002070.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002071.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002072.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002073.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002074.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002075.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002076.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002077.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002078.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002079.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002080.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002081.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002082.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002083.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002084.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002085.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002086.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002087.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002088.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002089.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002090.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002091.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002092.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002093.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002094.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002095.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002096.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002097.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002098.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002099.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002100.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002101.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002102.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002103.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002104.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002105.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002106.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002107.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002108.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002109.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002110.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002111.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002112.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002113.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002114.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002115.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002116.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002117.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002118.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002119.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002120.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002121.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002122.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002123.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002124.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002125.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002126.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002127.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002128.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002129.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002130.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002131.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002132.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002133.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002134.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002135.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002136.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002137.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002138.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002139.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002140.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002141.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002142.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002143.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002144.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002145.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002146.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002147.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002148.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002149.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002150.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002151.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002152.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002153.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002154.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002155.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002156.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002157.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002158.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002159.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002160.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002161.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002162.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002163.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002164.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002165.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002166.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002167.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002168.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002169.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002170.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002171.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002172.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002173.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002174.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002175.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002176.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002177.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002178.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002179.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002180.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002181.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002182.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002183.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002184.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002185.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002186.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002187.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002188.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002189.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002190.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002191.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002192.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002193.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002194.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002195.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002196.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002197.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002198.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002199.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002200.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002201.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002202.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002203.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002204.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002205.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002206.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002207.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002208.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002209.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002210.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002211.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002212.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002213.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002214.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002215.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002216.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002217.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002218.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002219.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002220.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002221.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002222.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002223.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002224.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002225.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002226.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002227.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002228.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002229.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002230.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002231.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002232.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002233.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002234.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002235.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002236.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002237.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002238.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002239.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002240.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002241.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002242.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002243.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002244.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002245.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002246.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002247.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002248.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002249.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002250.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002251.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002252.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002253.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002254.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002255.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002256.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002257.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002258.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002259.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002260.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002261.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002262.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002263.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002264.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002265.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002266.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002267.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002268.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002269.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002270.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002271.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002272.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002273.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002274.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002275.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002276.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002277.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002278.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002279.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002280.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002281.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002282.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002283.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002284.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002285.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002286.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002287.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002288.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002289.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002290.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002291.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002292.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002293.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002294.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002295.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002296.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002297.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002298.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002299.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002300.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002301.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002302.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002303.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002304.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002305.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002306.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002307.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002308.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002309.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002310.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002311.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002312.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002313.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002314.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002315.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002316.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002317.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002318.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002319.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002320.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002321.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002322.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002323.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002324.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002325.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002326.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002327.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002328.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002329.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002330.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002331.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002332.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002333.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002334.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002335.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002336.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002337.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002338.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002339.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002340.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002341.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002342.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002343.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002344.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002345.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002346.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002347.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002348.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002349.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002350.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002351.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002352.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002353.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002354.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002355.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002356.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002357.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002358.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002359.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002360.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002361.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002362.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002363.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002364.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002365.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002366.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002367.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002368.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002369.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002370.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002371.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002372.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002373.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002374.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002375.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002376.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002377.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002378.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002379.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002380.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002381.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002382.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002383.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002384.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002385.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002386.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002387.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002388.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002389.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002390.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002391.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002392.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002393.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002394.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002395.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002396.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002397.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002398.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002399.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002400.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002401.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002402.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002403.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002404.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002405.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002406.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002407.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002408.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002409.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002410.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002411.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002412.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002413.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002414.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002415.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002416.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\002417.jpg,1
